,PRODUCT,LOCATION,LOCATION TYPE,CREATED,BATCH,EXPIRE,UNIT,QUANTITY LEFT,BASE PRICE LIST
1427,easylife vitamin c effervescent 1000mg tab 20's,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,Lo279/6,2026-02-28,Tablet,0,59.0
1428,tetanus 0.5ml/ml toxoid inj 5ml,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,0412219,2023-04-30,vial,0,17.0
1429,anusol suppository,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,BN1823,2025-01-31,gram,3,7.0
1430,wellwoman drink 250ml,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,21052020,2023-09-30,Tin,0,18.0
1431,tcp 200ml,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,CH282,2024-08-01,Bottle,0,80.0
1432,permoxyl amoxicilin 250mg cap 500's,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,0402W,2025-02-28,Tablet,1,5.4
1433,nifecard xl nifedipine 30mg 30's,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,KR4143AA,2027-03-31,Tablet,2,103.5
1434,hydrogen peroxide(bells),Oddaremma Chemists Limited,Retail,Richard Addo Owusu,543366,2021-02-15,ml,0,16.0
1435,kalamina calamine lotion 200ml ecl,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,0608W,2027-06-01,Bottle,5,25.0
1436,lactulose solution 300ml,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,17200171,2025-03-31,ml,0,42.0
1437,enamycin erythromycin 250mg tab 500's ecl,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,1209V,2023-04-30,Tablet,0,4.0
1438,metronidazole 400mg,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,55432,2021-03-15,Tab,1,1.5
1439,ascoryl sirop de vitamin c 125ml,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,D-135,2022-11-01,ml,0,12.0
1440,naprosyn ec 500mg tab 100's atnas,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,TAJ15,2024-01-01,Tablet,0,5.3
1441,codiovan 80/12 mg tabs,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,TAJ15,2022-05-01,Tablet,0,120.0
1442,codiovan 160/12. 5 mg tabs 28's,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,TEH39,2023-04-01,Tablet,0,144.0
1443,imodium caps,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,19fq072,2026-12-30,Satchet,0,42.0
1444,nestrim co-trimoxazole 480mg tab ecl,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,0402V,2023-02-28,Tablet,0,1.5
1445,nucleo cmp forte cap 30's,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,433215,2022-07-30,Tablet,0,2.6
1446,robaxin tab 750mg,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,23RA,2024-08-31,Tab,8,5.4
1447,advil migraine 200mg 50's,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,AK1036,2021-02-13,Milligram,0,2.0
1448,polyfer,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,D-165,2022-12-01,ml,0,8.0
1449,advil,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,P9309A,2023-02-23,sachet,0,5.0
1450,x'zole syrup bottle,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,NL06B003,2022-09-30,Bottle,0,8.0
1451,flucloxacin susp(fluxacin) 125mg/5ml,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,1905W,2026-12-31,ml,4,22.0
1452,piriton chlorpheniramine 4mg 30's,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,WT2C,2027-02-28,Tablet,96,5.2
1453,dalacin c caps 150mg,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,B394602,2027-07-31,Strip,270,7.7
1454,dyklo spray 60ml pack,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,K200419-316,2024-03-31,Bottle,0,84.0
1455,glucose rapid test,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,11223344,2024-02-10,-,0,10.0
1456,hbsag rapid test,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,0012234,2024-02-29,-,0,15.0
1457,typhoid igg/igm test,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,0012341,2027-07-31,Pack,13,35.0
1458,1st aid pregnancy test,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,974474,2026-11-30,-,0,35.5
1459,prostate test psa,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,0012344,2024-02-10,-,0,50.0
1460,dressing,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,0012345,2023-02-10,-,0,5.0
1461,injections,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,0012345,2023-02-10,-,0,5.0
1462,hepatitis b test,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,0012346,2024-02-10,Pack,0,20.0
1463,body mass index,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,0012347,2023-02-10,-,0,15.0
1464,consultation,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,0012348,2023-02-10,-,0,10.0
1465,crestor 5mg,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,RF558,2023-02-28,Strip,1,357.0
1466,diagellates elixir 125ml,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,1234,2027-06-30,Bottle,30,28.0
1467,prostat 60  10 capsules,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,1234,2023-08-31,Milligram,0,70.0
1468,aciclovir cream 2gm,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,1234,2025-05-31,Pack,0,50.0
1469,surfaz triple action 10g,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,1234,2021-07-01,Tube,0,14.0
1470,epiderm triple action cream 15g,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,1234,2025-03-31,Tube,0,8.0
1471,candiderm cream 15g glenmark,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,1234,2024-02-01,Tube,0,25.0
1472,frusemide 40mg tablet 28's actavis,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,1122310,2025-06-30,Tablet,0,2.0
1473,apc tab cpd bl 10's,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,112239,2026-07-09,Tab,0,2.7
1474,rapinol tab,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,112239,2025-02-28,Tab,0,2.0
1475,buscomed 10mg,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,112238,2027-02-28,gram,85,6.3
1476,sirdalud tab 2mg 30's,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,112238,2022-03-09,Tab,0,55.0
1477,nospa 40mg,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,112237,2027-12-31,gram,100,3.0
1478,gebedol extra,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,112236,2027-04-30,Tab,50,6.5
1479,cotton wool 25mg,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,112233,2025-11-30,gram,0,8.0
1480,cotton wool 200g,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,112232,2025-03-31,gram,0,27.0
1481,zoflora disinfectant,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,112231,2022-02-09,ml,0,18.0
1482,chocho hand and foot cream,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,112310,2024-08-09,ml,0,14.0
1483,olfen gel 20gm,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,11239,2024-01-09,gram,0,43.0
1484,lavet,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,1234,2027-09-30,gram,1,49.0
1485,fastum gel 20g 2.5%,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,11238,2023-09-09,ml,0,25.0
1486,cromax-2 eye drop,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,1234,2022-08-01,ml,0,24.0
1487,paracetamol (calpol)  6+ 100ml syr,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,112360,2023-02-28,ml,0,111.0
1488,lavina saline nasal drop 0.9%,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,1234,2025-03-31,ml,0,9.0
1489,zinnat 250mg susp,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,11237,2022-04-09,gram,0,135.0
1490,augmentin susp 457mg,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,11233,2021-06-09,,0,100.0
1491,durol junior,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,1234,2022-07-01,ml,0,9.0
1492,seven seas cod liver oil 100 ml,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,1234,2027-12-31,ml,1,78.0
1493,brenex  multivitamin syrup,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,1234,2023-01-31,ml,0,21.0
1494,vit-b denk,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,1234,2023-05-01,Milligram,0,1.8
1495,proximexa cefuroxime 250mg susp 50ml ,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,11231,2024-02-29,Tablet,1,135.0
1496,visionace caps,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,1234,2022-06-01,gram,0,70.0
1497,zithromax susp,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,12386,2022-12-09,ml,0,110.0
1498,healthlink glucosamine caps 30's,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,1234,2022-06-01,Milligram,0,64.0
1499,dns 500ml,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,12385,2023-05-09,vial,0,8.0
1500,free flex ultra,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,1234,2023-02-01,gram,0,137.0
1501,glucose 5% basi 50mg,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,12385,2024-04-09,vial,0,10.0
1502,tcp 50ml uk,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,12382,2023-11-09,ml,0,114.0
1503,wellman 50+ caps,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,1234,2027-02-28,,3,142.2
1504,pregnacare original tablet 30',Oddaremma Chemists Limited,Retail,Richard Addo Owusu,1234,2027-03-31,Pack,2,142.2
1505,pregnacare breast feeding,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,1234,2021-05-01,gram,0,115.0
1506,kamaclox mouthwash,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,1234,2023-08-01,ml,0,12.0
1507,hot water bottle covered,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,1234,2022-02-01,gram,0,45.0
1508,b.co 30's bas.nut,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,12376,2023-10-09,gram,0,1.2
1509,flagyl 400mg tab 100's sanofi,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,1234,2024-03-01,Tablet,0,0.2
1510,permoxyl caps 500mg 200',Oddaremma Chemists Limited,Retail,Richard Addo Owusu,1234,2026-05-31,pc,3,10.5
1511,piriton tab  ecl,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,1234,2027-05-31,,0,5.0
1512,hayzine syrup,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,1234,2021-05-01,ml,0,6.0
1513,aludrox strips,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,12369,2023-01-31,gram,0,2.0
1514,magacid fastmelt,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,12367,2025-02-28,,1,1.5
1515,clarityn loratadine 10mg tablet 7's bayer,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,1234,2025-10-31,Tablet,0,11.0
1516,diphex adult cough syrup original,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,1234,2026-07-01,ml,0,27.0
1517,gudapet tab 30's,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,12365,2023-02-28,Milligram,0,11.0
1518,benylin dry cough,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,1234,2025-10-31,ml,0,87.0
1519,bells baby cough syrup 100ml,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,1234,2026-01-31,Bottle,2,48.0
1520,rhinathiol infants,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,1234,2024-01-01,gram,0,72.0
1521,rhinathiol adult,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,1234,2024-04-30,gram,0,78.0
1522,benylin 4 flu syrup 100ml,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,1234,2026-03-31,Bottle,0,88.0
1523,benylin 4flu syr 100ml,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,1234,2025-02-28,ml,0,88.0
1524,benylin chesty 150ml,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,1234,2024-02-01,ml,0,118.0
1525,cyprodine syrup,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,12359,2027-06-30,ml,0,98.8
1526,samalin adult cough syr,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,1234,2026-09-30,ml,0,16.0
1527,diphex junior,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,1234,2024-08-31,ml,0,9.5
1528,flemex cough syrup junior,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,1234,2026-11-30,ml,0,14.6
1529,viscof expectorant syrup,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,1234,2025-08-31,ml,0,35.0
1530,diphex bronchodilator,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,1234,2022-04-01,gram,0,9.5
1531,flemex cough syrup adult,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,1234,2026-06-30,ml,0,17.6
1532,asmadrin tab/asmanol,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,12356,2025-02-09,Milligram,0,1.6
1533,bebak disinfectant spray 150ml,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,1234,2022-04-30,Bottle,0,24.0
1534,ventolin 2mg 5ml/180,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,12354,2021-06-09,ml,0,41.0
1535,vit e 200iu (h'aid) 60's,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,1234,2024-04-30,Tab,0,93.0
1536,enat vitamin e 400iu cap 30's,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,1234,2025-03-09,Tablet,1,116.0
1537,postinor 2 original tabs,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,12353,2026-11-30,,0,78.0
1538,ferrous sulphate 200mg tab 1000's,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,1234,2024-04-12,Tablet,1,43.0
1539,examox susp. 125mg/5ml,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,12351,2023-01-09,ml,0,12.0
1540,primolut n tabs,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,1234,2027-04-30,Tab,10,6.2
1541,clomid tabs,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,1234,2023-11-30,Tab,0,66.0
1542,cefuroxime inj 750mg troge,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,1234,2021-11-01,vial,0,15.0
1543,diclofenac injection 75mg,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,1234,2022-11-01,gram,0,0.6
1544,hydrocortisone  iv 100mg,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,1234,2022-12-01,gram,0,4.0
1545,gvither injection 80mg,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,1234,2023-12-31,Bottle,0,4.8
1546,amox'lin susp 100ml,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,123410,2022-09-09,Bottle,0,8.0
1547,omezole omeprazole 20mg 28's,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,1234,2027-07-01,Tablet,1,39.5
1548,advaprazole caps 20mg,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,1234,2021-11-01,Milligram,0,23.0
1549,deptrin co-trimoxazole 480mg tab 500's,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,12349,2022-09-09,Tablet,0,7.0
1550,auntie mary gripe water,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,12348,2026-07-31,Bottle,3,25.0
1551,gastracid antacid susp 200ml,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,12347,2023-06-09,Bottle,0,11.0
1552,malafan tab,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,1234,2025-12-31,Tab,0,9.0
1553,suppository paracetamol(denk)250mg,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,12346,2022-05-09,gram,0,2.5
1554,coartem art/lumefantrine 20/120mg tab 12's,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,1234,2024-04-01,Tablet,0,85.0
1555,para-denk paracetamol 250mg supp 10's,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,12345,2026-03-31,Tablet,0,7.0
1556,gacet-250 250mg,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,12343,2027-03-09,,17,2.0
1557,replenish caps 30's,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,1234,2022-02-09,Tab,0,220.0
1558,gacet 125mg,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,12342,2027-02-09,,55,1.5
1559,onetouch select plus meter,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,1234,2021-02-09,Piece,0,370.0
1560,thermometer,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,1234,2027-02-28,Piece,2,60.0
1561,faytex ultra normal,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,1234,2024-11-01,sachet,0,12.0
1562,cholesterol rapid test,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,1236,2026-04-08,gram,4,75.0
1563,haemoglobin syrup 200ml m&g,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,1235,2027-04-30,ml,3,15.5
1564,faytex ultra night,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,1234,2025-05-01,sachet,0,12.0
